name,part,checksum,sha1,rom_type,cs1,cs2,cs3
"C64 BASIC","901226-01",0x000e3d56,79015323128650c742a3694c9429aa91f355905e,2364,0
"C64 KERNAL (Rev 1)","901227-01",0x000fd4fd,87cc04d61fc748b82df09856847bb5c2754a2033,2364,0
"C64 KERNAL (Rev 2)","901227-02",0x000fc70b,0e2e4ee3f2d41f00bed72f9ab588b83e306fdb13,2364,0
"C64 KERNAL (Rev 3)","901227-03",0x000fc70a,1d503e56df85a62fee696e7618dc5b4e781df1bb,2364,0
"C64 Character (English)","901225-01",0x0007f7f8,adc7c31e18c7c7413d54802ef2f4193da14711aa,2332,0,1
"C64 Dead Test (Rev 3)","314139-03",0x00115f0c,3bc1222252faa645f2485cbe16352fe23039cac3,2364,0
"DesTest Max (v0.1)","",0x000bde04,f21a59ef4b0916adc5d394bacbd82e6f7172d351,2364,0
