name,part,checksum,sha1,rom_type,cs1,cs2,cs3
"VIC20 KERNAL (PAL)","901486-07",0x0010953b,ce0137ed69f003a299f43538fa9eee27898e621e,2364,0
"VIC20 KERNAL (NTSC)","901486-06",0x0010953b,06de7ec017a5e78bd6746d89c2ecebb646efeb19,2364,0
"VIC20 BASIC","901486-01",0x000e8131,587d1e90950675ab6b12d91248a3f0d640d02e8d,2364,0
"VIC20 Character (English)","901460-03",0x0007f800,4fd85ab6647ee2ac7ba40f729323f2472d35b9b4,2332,0,0
"VIC20 Dead Test (PAL v1.1.01)","",0x0016c0a3,e23cf43d18920635d730d8f1f73976c57166e050,2364,0
"VIC20 Dead Test (NTSC v1.1.01)","",0x0016c0a2,6a9e47658ae65aea06eb5ea7e0ca315b5057361b,2364,0
