name,part,checksum,sha1,rom_type,cs1,cs2,cs3
"PET $F000 KERNAL for BASIC 4","901465-22",0x0008cf19,96a0fa56e0c937da92971d9c99d504e44e898806,2332,0,1
"PET $E000 Editor for BASIC 4 (40 cols, 50Hz)","901498-01",0x00086ea4,bd9cb7f855858f7ebe25ab878e8f6d981fe7e945,2332,0,1
"PET $D000 BASIC 4","901465-21",0x0007a425,1bb236c72c726e8fb029c68f9bfa5ee803faf0a8,2332,0,1
"PET $C000 BASIC 4","901465-20",0x00075960,242f98298931d21eaacb55fe635e44b7fc192b0a,2332,0,1
"PET $B000 BASIC 4","901465-19",0x00074c5e,bc2b7c99495fea3eda950ee9e3d6cabe448a452b,2332,0,1
"PET Character (English UK)","901447-10",0x0002f6ce,107970c7ff4d3eb4d7824e143d678d159078c020,2332,0,1
