name,part,checksum,sha1,rom_type,cs1,cs2,cs3
"2040 $F000 DOS 1","901468-07",0x000802f6,6a51c7954938439ca8342fc295bda050c06e1791,2332,0,1
"2040 $E000 DOS 1","901468-06",0x000752a7,4d9658f2e6ff3276e5c6e224611a66ce44b16fc7,2332,0,1
